pso_max_iter,sse,silhouette,calinski_harabasz,time_sec
10,22138.76760013393,0.07019877064794738,2316.252496362947,0.5802299976348877
20,22057.02315135921,0.074090230498125,2362.1106414542633,0.9821449120839437
30,22060.009774042195,0.07431230615375405,2360.449791520072,1.439261515935262
50,21977.363364634133,0.07929808970628836,2406.800986295269,2.4488488038380942
